date,position,song,artist,popularity,duration_ms,album_type,total_tracks,is_explicit,album_cover_url
02-07-2024,43,RoCKSTAR 2.0,Duki,78,173729,album,14,TRUE,https://i.scdn.co/image/ab67616d0000b27305f22a3797d9b3cf34e6497c
02-07-2024,44,Hey Mor,Ozuna,91,196600,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273125624f2e04f5a1ccb0dfb45
02-07-2024,45,Arranca (feat. Omega),Becky G & Omega,86,166529,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27361f698cb35bb6f6d96fd1612
02-07-2024,46,Todo Contigo,Álvaro De Luna,80,165527,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2737d45bffb03d186c1f4a47a83
02-07-2024,47,Acróstico,Shakira,92,170785,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273bd6bbd68940f38c764524b63
02-07-2024,48,vampire,Olivia Rodrigo,85,219724,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2731e5e75dc1d878a0007cb6525
02-07-2024,49,VOLVER,Tainy,69,185806,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273de7b9af78fbdda96c5a0635b
02-07-2024,50,Antes,Rvfv & Edu García,78,153684,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273bb37ea07bf9e4e37be3bd61c
03-07-2024,1,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",Bizarrap & Rauw Alejandro,91,191254,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27395dcc1f2e2a2ad2050f7f41d
03-07-2024,2,BABY HELLO,Rauw Alejandro & Bizarrap,86,222461,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2730ff08e0346b55268e735a4e9
03-07-2024,3,POLARIS - Remix,Saiko & Feid & Quevedo,89,288000,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2738f4a278cd5b5b2f65a0f87fd
03-07-2024,4,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,90,215600,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732d6016751b8ea5e66e83cd04
03-07-2024,5,Los del Espacio,LIT killah,94,338000,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27352a52eac3761e2133bd0f57a
03-07-2024,6,WHERE SHE GOES,Bad Bunny,99,231704,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
03-07-2024,7,Arena y Sal,Omar Montes & Saiko & Tunvao,83,174415,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273e78ae3c73af7c17be0c05cb2
03-07-2024,8,LALA,Myke Towers,84,197920,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
03-07-2024,9,El Merengue,Marshmello & Manuel Turizo,92,189668,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273f404676577626a87d92cf33f
03-07-2024,10,MOJABI GHOST,Tainy,82,232131,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273de7b9af78fbdda96c5a0635b
03-07-2024,11,Clavaito,Chanel & Abraham Mateo,84,162740,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273441d55b86b1e5a3d4c3da232
03-07-2024,12,El Cielo,Sky Rompiendo & Feid & Myke Towers,93,191320,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27306eccb4893fa58ae311c45ea
03-07-2024,13,Nochentera,Vicco,83,202184,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27343eb3794977db60bced5ad16
03-07-2024,14,EL TONTO,Lola Indigo,84,187986,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b273daab364ac14d96679b5639aa
03-07-2024,15,Supernova,Saiko,85,190909,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273c3f5b9580dfc96c80705424a
03-07-2024,16,BESO,ROSALÍA & Rauw Alejandro,96,194543,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b2734d6cf0d0d5e32ca4fa3a59e1
03-07-2024,17,LAS BABYS,Aitana,82,153827,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273d97fd92a38320a899113f139
03-07-2024,18,Copa Vacía,Shakira & Manuel Turizo,78,173547,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273caecc8c0bcfd16173dfeeb53
03-07-2024,19,La Bachata,Manuel Turizo,88,162637,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2734dd99565ae6453deab7c26e1
03-07-2024,20,Classy 101,Feid & Young Miko,97,195986,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27329ebee2b5fb008871fcd201a
03-07-2024,21,PLAYA DEL INGLÉS,Quevedo,84,237525,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0
03-07-2024,22,No_se_ve.mp3,Emilia & LUDMILLA & ZECCA,88,203636,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27332630fe83750d8db0b2b2d5c
03-07-2024,23,Ella Baila Sola,Eslabon Armado,94,165671,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f
03-07-2024,24,TQG,KAROL G,95,197933,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
03-07-2024,25,Yandel 150,Yandel,90,216148,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b273b2aec01b56eeb74610532700
03-07-2024,26,La Bebe - Remix,Yng Lvcas & Peso Pluma,100,234352,single,2,TRUE,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
03-07-2024,27,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,94,198937,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2731630dd349221a35ce03a0ccf
03-07-2024,28,WANDA,Quevedo,87,160909,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0
03-07-2024,29,COCO LOCO,Maluma,84,166734,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273925cc82b6e5af2a2c91cd5d4
03-07-2024,30,TUYA,ROSALÍA,87,154551,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273fdac20e82a98955918ac8ba5
03-07-2024,31,Cupido,TINI,84,174369,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273f5409c637b9a7244e0c0d11d
03-07-2024,32,Los Ángeles,Aitana,83,158483,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273272365661e2197708b89de01
03-07-2024,33,MERCHO,LiL CaKe & Migrantes,89,161451,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739f1f8adb00c71daa8a9cb22c
03-07-2024,34,Coco Chanel,Eladio Carrion,93,208125,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b273fc8563c0dc75d79e73c2dca0
03-07-2024,35,Chulo pt.2,Bad Gyal & Tokischa & Young Miko,79,219333,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2730d45a19d3b38fb1a0be40e3a
03-07-2024,36,Si La Calle Llama - Remix,Eladio Carrion,86,240000,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b273fc8563c0dc75d79e73c2dca0
03-07-2024,37,PASIEMPRE,Tainy,76,355795,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273de7b9af78fbdda96c5a0635b
03-07-2024,38,LA BABY,Tainy,70,182857,album,19,FALSE,https://i.scdn.co/image/ab67616d0000b273de7b9af78fbdda96c5a0635b
03-07-2024,39,Rara Vez,Taiu & Milo j,91,128677,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273d467bed4e6b2a01ea8569100
03-07-2024,40,Niña Bonita,Feid & Sean Paul,90,187653,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27347b049fcbcc571271cc88d9f
03-07-2024,41,PUNTO G,Quevedo,86,151324,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0
03-07-2024,42,Arranca (feat. Omega),Becky G & Omega,86,166529,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27361f698cb35bb6f6d96fd1612
03-07-2024,43,Hey Mor,Ozuna,92,196600,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273125624f2e04f5a1ccb0dfb45
03-07-2024,44,Mami Chula,Jhayco & Quevedo,86,220600,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273cb950d94cb42ca9d03754578
03-07-2024,45,Todo Contigo,Álvaro De Luna,80,165527,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2737d45bffb03d186c1f4a47a83
03-07-2024,46,Acróstico,Shakira,92,170785,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273bd6bbd68940f38c764524b63
03-07-2024,47,"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,93,214945,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732b6d78c5a3f6247aa997b812
03-07-2024,48,Antes,Rvfv & Edu García,78,153684,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273bb37ea07bf9e4e37be3bd61c
03-07-2024,49,DESPECHÁ,ROSALÍA,85,156787,album,24,FALSE,https://i.scdn.co/image/ab67616d0000b273efc0ef9dd996312ebaf0bf52
03-07-2024,50,AMARGURA,KAROL G,92,170480,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
04-07-2024,1,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",Bizarrap & Rauw Alejandro,91,191254,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27395dcc1f2e2a2ad2050f7f41d
04-07-2024,2,POLARIS - Remix,Saiko & Feid & Quevedo,89,288000,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2738f4a278cd5b5b2f65a0f87fd
04-07-2024,3,BABY HELLO,Rauw Alejandro & Bizarrap,87,222461,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2730ff08e0346b55268e735a4e9
04-07-2024,4,Los del Espacio,LIT killah,94,338000,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27352a52eac3761e2133bd0f57a
04-07-2024,5,LALA,Myke Towers,85,197920,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
04-07-2024,6,WHERE SHE GOES,Bad Bunny,99,231704,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
04-07-2024,7,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,91,215600,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732d6016751b8ea5e66e83cd04
04-07-2024,8,Arena y Sal,Omar Montes & Saiko & Tunvao,83,174415,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273e78ae3c73af7c17be0c05cb2
04-07-2024,9,El Cielo,Sky Rompiendo & Feid & Myke Towers,93,191320,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27306eccb4893fa58ae311c45ea
04-07-2024,10,MOJABI GHOST,Tainy,84,232131,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273de7b9af78fbdda96c5a0635b
04-07-2024,11,El Merengue,Marshmello & Manuel Turizo,92,189668,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273f404676577626a87d92cf33f
04-07-2024,12,Clavaito,Chanel & Abraham Mateo,84,162740,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273441d55b86b1e5a3d4c3da232
04-07-2024,13,EL TONTO,Lola Indigo,84,187986,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b273daab364ac14d96679b5639aa
04-07-2024,14,Nochentera,Vicco,83,202184,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27343eb3794977db60bced5ad16
04-07-2024,15,Supernova,Saiko,85,190909,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273c3f5b9580dfc96c80705424a
04-07-2024,16,BESO,ROSALÍA & Rauw Alejandro,96,194543,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b2734d6cf0d0d5e32ca4fa3a59e1
04-07-2024,17,Classy 101,Feid & Young Miko,97,195986,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27329ebee2b5fb008871fcd201a
04-07-2024,18,Copa Vacía,Shakira & Manuel Turizo,80,173547,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273caecc8c0bcfd16173dfeeb53
04-07-2024,19,PLAYA DEL INGLÉS,Quevedo,84,237525,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0
04-07-2024,20,LAS BABYS,Aitana,82,153827,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273d97fd92a38320a899113f139
04-07-2024,21,La Bachata,Manuel Turizo,88,162637,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2734dd99565ae6453deab7c26e1
04-07-2024,22,No_se_ve.mp3,Emilia & LUDMILLA & ZECCA,88,203636,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27332630fe83750d8db0b2b2d5c
04-07-2024,23,Ella Baila Sola,Eslabon Armado,94,165671,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f
04-07-2024,24,Coco Chanel,Eladio Carrion,93,208125,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b273fc8563c0dc75d79e73c2dca0
04-07-2024,25,WANDA,Quevedo,87,160909,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0
04-07-2024,26,Yandel 150,Yandel,90,216148,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b273b2aec01b56eeb74610532700
04-07-2024,27,Rara Vez,Taiu & Milo j,91,128677,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273d467bed4e6b2a01ea8569100
04-07-2024,28,Si La Calle Llama - Remix,Eladio Carrion,86,240000,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b273fc8563c0dc75d79e73c2dca0
04-07-2024,29,La Bebe - Remix,Yng Lvcas & Peso Pluma,100,234352,single,2,TRUE,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
04-07-2024,30,TQG,KAROL G,95,197933,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
04-07-2024,31,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,94,198937,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2731630dd349221a35ce03a0ccf
04-07-2024,32,COCO LOCO,Maluma,84,166734,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273925cc82b6e5af2a2c91cd5d4
04-07-2024,33,MERCHO,LiL CaKe & Migrantes,89,161451,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739f1f8adb00c71daa8a9cb22c
04-07-2024,34,Cupido,TINI,84,174369,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273f5409c637b9a7244e0c0d11d
04-07-2024,35,Hey Mor,Ozuna,92,196600,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273125624f2e04f5a1ccb0dfb45
04-07-2024,36,Los Ángeles,Aitana,83,158483,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273272365661e2197708b89de01
04-07-2024,37,TUYA,ROSALÍA,87,154551,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273fdac20e82a98955918ac8ba5
04-07-2024,38,Chulo pt.2,Bad Gyal & Tokischa & Young Miko,80,219333,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2730d45a19d3b38fb1a0be40e3a
04-07-2024,39,LA BABY,Tainy,72,182857,album,19,FALSE,https://i.scdn.co/image/ab67616d0000b273de7b9af78fbdda96c5a0635b
04-07-2024,40,PUNTO G,Quevedo,86,151324,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0
04-07-2024,41,PASIEMPRE,Tainy,78,355795,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273de7b9af78fbdda96c5a0635b
04-07-2024,42,Niña Bonita,Feid & Sean Paul,90,187653,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27347b049fcbcc571271cc88d9f
04-07-2024,43,Mami Chula,Jhayco & Quevedo,86,220600,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273cb950d94cb42ca9d03754578
04-07-2024,44,Todo Contigo,Álvaro De Luna,80,165527,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2737d45bffb03d186c1f4a47a83
04-07-2024,45,Acróstico,Shakira,92,170785,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273bd6bbd68940f38c764524b63
04-07-2024,46,Arranca (feat. Omega),Becky G & Omega,86,166529,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27361f698cb35bb6f6d96fd1612
04-07-2024,47,"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,93,214945,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732b6d78c5a3f6247aa997b812
04-07-2024,48,Antes,Rvfv & Edu García,78,153684,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273bb37ea07bf9e4e37be3bd61c
04-07-2024,49,DESPECHÁ,ROSALÍA,85,156787,album,24,FALSE,https://i.scdn.co/image/ab67616d0000b273efc0ef9dd996312ebaf0bf52
04-07-2024,50,AMARGURA,KAROL G,92,170480,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
05-07-2024,1,LALA,Myke Towers,86,197920,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
05-07-2024,2,BABY HELLO,Rauw Alejandro & Bizarrap,88,222461,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2730ff08e0346b55268e735a4e9
05-07-2024,3,POLARIS - Remix,Saiko & Feid & Quevedo,89,288000,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2738f4a278cd5b5b2f65a0f87fd
05-07-2024,4,Los del Espacio,LIT killah,94,338000,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27352a52eac3761e2133bd0f57a
05-07-2024,5,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",Bizarrap & Rauw Alejandro,91,191254,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27395dcc1f2e2a2ad2050f7f41d
05-07-2024,6,Arena y Sal,Omar Montes & Saiko & Tunvao,83,174415,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273e78ae3c73af7c17be0c05cb2
05-07-2024,7,WHERE SHE GOES,Bad Bunny,99,231704,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
05-07-2024,8,El Cielo,Sky Rompiendo & Feid & Myke Towers,93,191320,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27306eccb4893fa58ae311c45ea
05-07-2024,9,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,91,215600,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732d6016751b8ea5e66e83cd04
05-07-2024,10,El Merengue,Marshmello & Manuel Turizo,92,189668,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273f404676577626a87d92cf33f
05-07-2024,11,MOJABI GHOST,Tainy,86,232131,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273de7b9af78fbdda96c5a0635b
05-07-2024,12,Clavaito,Chanel & Abraham Mateo,85,162740,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273441d55b86b1e5a3d4c3da232
05-07-2024,13,Supernova,Saiko,85,190909,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273c3f5b9580dfc96c80705424a
05-07-2024,14,EL TONTO,Lola Indigo,84,187986,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b273daab364ac14d96679b5639aa
05-07-2024,15,Classy 101,Feid & Young Miko,97,195986,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27329ebee2b5fb008871fcd201a
05-07-2024,16,COCO LOCO,Maluma,85,166734,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273925cc82b6e5af2a2c91cd5d4
05-07-2024,17,BESO,ROSALÍA & Rauw Alejandro,96,194543,single,3,FALSE,https://i.scdn.co/image/ab67616d0000b2734d6cf0d0d5e32ca4fa3a59e1
05-07-2024,18,Nochentera,Vicco,83,202184,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27343eb3794977db60bced5ad16
05-07-2024,19,PLAYA DEL INGLÉS,Quevedo,84,237525,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0
05-07-2024,20,No_se_ve.mp3,Emilia & LUDMILLA & ZECCA,88,203636,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27332630fe83750d8db0b2b2d5c
05-07-2024,21,PASIEMPRE,Tainy,80,355795,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273de7b9af78fbdda96c5a0635b
05-07-2024,22,Coco Chanel,Eladio Carrion,93,208125,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b273fc8563c0dc75d79e73c2dca0
05-07-2024,23,WANDA,Quevedo,87,160909,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0
05-07-2024,24,Rara Vez,Taiu & Milo j,91,128677,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273d467bed4e6b2a01ea8569100
05-07-2024,25,La Bachata,Manuel Turizo,88,162637,album,15,FALSE,https://i.scdn.co/image/ab67616d0000b2734dd99565ae6453deab7c26e1
05-07-2024,26,Copa Vacía,Shakira & Manuel Turizo,82,173547,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273caecc8c0bcfd16173dfeeb53
05-07-2024,27,Yandel 150,Yandel,90,216148,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b273b2aec01b56eeb74610532700
05-07-2024,28,LAS BABYS,Aitana,82,153827,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273d97fd92a38320a899113f139
05-07-2024,29,La Bebe - Remix,Yng Lvcas & Peso Pluma,100,234352,single,2,TRUE,https://i.scdn.co/image/ab67616d0000b273a04be3ad7c8c67f4109111a9
05-07-2024,30,Cupido,TINI,84,174369,album,14,FALSE,https://i.scdn.co/image/ab67616d0000b273f5409c637b9a7244e0c0d11d
05-07-2024,31,Ella Baila Sola,Eslabon Armado,94,165671,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273dfddf1cb31b85a6d28b7d91f
05-07-2024,32,Si La Calle Llama - Remix,Eladio Carrion,87,240000,album,18,TRUE,https://i.scdn.co/image/ab67616d0000b273fc8563c0dc75d79e73c2dca0
05-07-2024,33,MERCHO,LiL CaKe & Migrantes,89,161451,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2739f1f8adb00c71daa8a9cb22c
05-07-2024,34,Niña Bonita,Feid & Sean Paul,90,187653,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27347b049fcbcc571271cc88d9f
05-07-2024,35,TQG,KAROL G,95,197933,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
05-07-2024,36,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,94,198937,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2731630dd349221a35ce03a0ccf
05-07-2024,37,Hey Mor,Ozuna,92,196600,album,18,FALSE,https://i.scdn.co/image/ab67616d0000b273125624f2e04f5a1ccb0dfb45
05-07-2024,38,Mami Chula,Jhayco & Quevedo,86,220600,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273cb950d94cb42ca9d03754578
05-07-2024,39,PUNTO G,Quevedo,86,151324,album,16,FALSE,https://i.scdn.co/image/ab67616d0000b273efc1b8f6beda4abe848a84e0
05-07-2024,40,CORAZÓN VACÍO,Maria Becerra,85,160535,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273a3cbe5aa0bcf10eb02a8c960
05-07-2024,41,Los Ángeles,Aitana,83,158483,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273272365661e2197708b89de01
05-07-2024,42,LA BABY,Tainy,74,182857,album,19,FALSE,https://i.scdn.co/image/ab67616d0000b273de7b9af78fbdda96c5a0635b
05-07-2024,43,TUYA,ROSALÍA,87,154551,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273fdac20e82a98955918ac8ba5
05-07-2024,44,Todo Contigo,Álvaro De Luna,80,165527,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2737d45bffb03d186c1f4a47a83
05-07-2024,45,Chulo pt.2,Bad Gyal & Tokischa & Young Miko,80,219333,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2730d45a19d3b38fb1a0be40e3a
05-07-2024,46,AMARGURA,KAROL G,92,170480,album,17,TRUE,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335
05-07-2024,47,Acróstico,Shakira,92,170785,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273bd6bbd68940f38c764524b63
05-07-2024,48,"Shakira: Bzrp Music Sessions, Vol. 53",Bizarrap & Shakira,93,214945,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732b6d78c5a3f6247aa997b812
05-07-2024,49,Arranca (feat. Omega),Becky G & Omega,86,166529,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27361f698cb35bb6f6d96fd1612
05-07-2024,50,Antes,Rvfv & Edu García,78,153684,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273bb37ea07bf9e4e37be3bd61c
06-07-2024,1,LALA,Myke Towers,87,197920,album,23,TRUE,https://i.scdn.co/image/ab67616d0000b2730656d5ce813ca3cc4b677e05
06-07-2024,2,BABY HELLO,Rauw Alejandro & Bizarrap,88,222461,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2730ff08e0346b55268e735a4e9
06-07-2024,3,POLARIS - Remix,Saiko & Feid & Quevedo,89,288000,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b2738f4a278cd5b5b2f65a0f87fd
06-07-2024,4,Los del Espacio,LIT killah,94,338000,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b27352a52eac3761e2133bd0f57a
06-07-2024,5,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56",Bizarrap & Rauw Alejandro,92,191254,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27395dcc1f2e2a2ad2050f7f41d
06-07-2024,6,Arena y Sal,Omar Montes & Saiko & Tunvao,84,174415,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273e78ae3c73af7c17be0c05cb2
06-07-2024,7,WHERE SHE GOES,Bad Bunny,99,231704,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b273ab5c9cd818ad6ed3e9b79cd1
06-07-2024,8,El Cielo,Sky Rompiendo & Feid & Myke Towers,93,191320,single,1,TRUE,https://i.scdn.co/image/ab67616d0000b27306eccb4893fa58ae311c45ea
06-07-2024,9,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,91,215600,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b2732d6016751b8ea5e66e83cd04
06-07-2024,10,El Merengue,Marshmello & Manuel Turizo,92,189668,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273f404676577626a87d92cf33f
06-07-2024,11,MOJABI GHOST,Tainy,87,232131,album,19,TRUE,https://i.scdn.co/image/ab67616d0000b273de7b9af78fbdda96c5a0635b
06-07-2024,12,Clavaito,Chanel & Abraham Mateo,85,162740,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273441d55b86b1e5a3d4c3da232
06-07-2024,13,Supernova,Saiko,85,190909,single,1,FALSE,https://i.scdn.co/image/ab67616d0000b273c3f5b9580dfc96c80705424a
06-07-2024,14,EL TONTO,Lola Indigo,84,187986,album,11,FALSE,https://i.scdn.co/image/ab67616d0000b273daab364ac14d96679b5639aa
